시,"사용자 성명","영향받는 사용자","이벤트 문맥",구성요소,"이벤트 이름",설명,오리진,"ip 주소"
"30/10/23, 14:25:03","admin lms","lee lee","사용자: lee lee",시스템,"사용자가 생성되었습니다.","The user with id '2' created the user with id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:23:30","admin lms",-,"강좌: 파이썬 기초",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:23:11","admin lms",-,"강좌: 파이썬 기초",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:22:50","admin lms",-,"강좌: 파이썬 기초",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:22:48","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:22:45","admin lms",-,시스템,시스템,"My courses viewed","The user with id '2' has viewed their my courses page",web,0:0:0:0:0:0:0:1
"30/10/23, 14:22:40","admin lms","admin lms","사용자: admin lms",시스템,"강의 현황","The user with id '2' has viewed their dashboard",web,0:0:0:0:0:0:0:1
"30/10/23, 14:22:39","admin lms",-,"강좌: 파이썬 기초",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:22:35","admin lms",-,"강좌: 파이썬 기초",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:18:21","admin lms",-,"강좌: 파이썬 기초",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:18:19","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:17:39","admin lms","admin lms","URL: 파이썬의 역사",시스템,"Course activity completion updated","The user with id '2' updated the completion state for the course module with id '2' for the user with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:17:38","admin lms","admin lms","URL: 파이썬의 역사",시스템,"Course activity completion updated","The user with id '2' updated the completion state for the course module with id '2' for the user with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:17:35","admin lms",-,"URL: 파이썬의 역사",URL,"감좌 모듈 봄","The user with id '2' viewed the 'url' activity with course module id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:17:34","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:16:03","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:15:57","admin lms",-,"간편설문: 사전학습 설문",간편설문,"감좌 모듈 봄","The user with id '2' viewed the 'choice' activity with course module id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:15:57","admin lms",-,"간편설문: 사전학습 설문",시스템,"강좌 모듈이 생성되었습니다.","The user with id '2' created the 'choice' activity with course module id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:14:06","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:14:02","admin lms",-,"URL: 파이썬의 역사",URL,"감좌 모듈 봄","The user with id '2' viewed the 'url' activity with course module id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:14:02","admin lms",-,"URL: 파이썬의 역사",시스템,"강좌 모듈이 생성되었습니다.","The user with id '2' created the 'url' activity with course module id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:09:58","admin lms",-,"강좌: 파이썬 기초",시스템,"Course section created","The user with id '2' created section number '5' for the course with id '2'",web,0:0:0:0:0:0:0:1
"30/10/23, 14:09:44","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 섹션이 업데이트 되었습니다.","The user with id '2' updated section number '4' for the course with id '2'",web,0:0:0:0:0:0:0:1
"30/10/23, 14:09:36","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 섹션이 업데이트 되었습니다.","The user with id '2' updated section number '3' for the course with id '2'",web,0:0:0:0:0:0:0:1
"30/10/23, 14:09:21","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 섹션이 업데이트 되었습니다.","The user with id '2' updated section number '2' for the course with id '2'",web,0:0:0:0:0:0:0:1
"30/10/23, 14:09:14","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 섹션이 업데이트 되었습니다.","The user with id '2' updated section number '1' for the course with id '2'",web,0:0:0:0:0:0:0:1
"30/10/23, 14:08:41","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:08:39","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:08:13","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:08:12","admin lms",-,"강좌: 파이썬 기초","채점자 보고서","Grader report viewed","The user with id '2' viewed the grader report in the gradebook.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:08:12","admin lms",-,"강좌: 파이썬 기초",시스템,"Grade item updated","The user with id '2' updated a grade item with id '1' of type 'course' and name '' in the course with the id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:08:12","admin lms",-,"강좌: 파이썬 기초",시스템,"Grade item created","The user with id '2' created a grade item with id '1' of type 'course' and name '' in the course with the id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:08:12","admin lms",-,"강좌: 파이썬 기초",시스템,"사용자 목록 봄","The user with id '2' viewed the list of users in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:07:37","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:07:22","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:07:03","admin lms",-,"포럼: 강좌공지",포럼,"토론 봄","The user with id '2' has viewed the discussion with id '1' in the forum with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:07:02","admin lms",-,"포럼: 강좌공지",포럼,"게시글 생성됨","The user with id '2' has created the post with id '2' in the discussion with id '1' in the forum with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:07:02","admin lms",-,"포럼: 강좌공지",포럼,"Some content has been posted.","The user with id '2' has posted content in the forum post with id '2' in the discussion '1' located in the forum with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:06:53","admin lms",-,"포럼: 강좌공지",포럼,"토론 봄","The user with id '2' has viewed the discussion with id '1' in the forum with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:06:45","admin lms",-,"포럼: 강좌공지",포럼,"감좌 모듈 봄","The user with id '2' viewed the 'forum' activity with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:06:45","admin lms",-,"포럼: 강좌공지",포럼,"토론 생성됨","The user with id '2' has created the discussion with id '1' in the forum with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:06:45","admin lms",-,"포럼: 강좌공지",포럼,"Some content has been posted.","The user with id '2' has posted content in the forum post with id '1' in the discussion '1' located in the forum with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:06:13","admin lms",-,"강좌: 파이썬 기초",포럼,"강좌 검색됨","The user with id '2' has searched the course with id '2' for forum posts containing """".",web,0:0:0:0:0:0:0:1
"30/10/23, 14:06:10","admin lms",-,"포럼: 강좌공지",포럼,"감좌 모듈 봄","The user with id '2' viewed the 'forum' activity with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:06:02","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 14:02:35","admin lms",-,시스템,시스템,"My courses viewed","The user with id '2' has viewed their my courses page",web,0:0:0:0:0:0:0:1
"30/10/23, 14:02:29","admin lms",-,"시작 페이지",시스템,"강좌 봄","The user with id '2' viewed the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:45","admin lms",-,"강좌: 파이썬 기초","User tours","Tour ended","The user with id '2' has ended the tour with id '2' at step index '0' (id '2') on the page with URL 'http://localhost/course/view.php?id=2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:43","admin lms",-,"강좌: 파이썬 기초","User tours","Tour started","The user with id '2' has started the tour with id '2' on the page with URL 'http://localhost/course/view.php?id=2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:43","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:25","admin lms",-,"시작 페이지",시스템,"강좌 봄","The user with id '2' viewed the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:18","admin lms",-,"강좌: 파이썬 기초","User tours","Tour started","The user with id '2' has started the tour with id '2' on the page with URL 'http://localhost/course/view.php?id=2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:18","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:15","admin lms",-,"포럼: 강좌공지",포럼,"감좌 모듈 봄","The user with id '2' viewed the 'forum' activity with course module id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:01","admin lms",-,"강좌: 파이썬 기초","User tours","Tour started","The user with id '2' has started the tour with id '2' on the page with URL 'http://localhost/course/view.php?id=2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:00","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌 봄","The user with id '2' viewed the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:00","admin lms","admin lms","강좌: 파이썬 기초",시스템,"부여된 역할","The user with id '2' assigned the role with id '3' to the user with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:00","admin lms","admin lms","강좌: 파이썬 기초",시스템,"강좌에 등록된 사용자","The user with id '2' enrolled the user with id '2' using the enrolment method 'manual' in the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:00","admin lms",-,"강좌: 파이썬 기초",시스템,"Enrolment instance created","The user with id '2' created the instance of enrolment method 'self' with id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:00","admin lms",-,"강좌: 파이썬 기초",시스템,"Enrolment instance created","The user with id '2' created the instance of enrolment method 'guest' with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:00","admin lms",-,"강좌: 파이썬 기초",시스템,"Enrolment instance created","The user with id '2' created the instance of enrolment method 'manual' with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:00","admin lms",-,"강좌: 파이썬 기초",시스템,"Course section created","The user with id '2' created section number '4' for the course with id '2'",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:00","admin lms",-,"강좌: 파이썬 기초",시스템,"Course section created","The user with id '2' created section number '3' for the course with id '2'",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:00","admin lms",-,"강좌: 파이썬 기초",시스템,"Course section created","The user with id '2' created section number '2' for the course with id '2'",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:00","admin lms",-,"강좌: 파이썬 기초",시스템,"Course section created","The user with id '2' created section number '1' for the course with id '2'",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:00","admin lms",-,"강좌: 파이썬 기초",시스템,"Course section created","The user with id '2' created section number '0' for the course with id '2'",web,0:0:0:0:0:0:0:1
"30/10/23, 13:45:00","admin lms",-,"강좌: 파이썬 기초",시스템,"강좌가 생성되었습니다.","The user with id '2' created the course with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:42:44","admin lms",-,"시작 페이지",시스템,"강좌 봄","The user with id '2' viewed the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:42:43","admin lms",-,시스템,시스템,"My courses viewed","The user with id '2' has viewed their my courses page",web,0:0:0:0:0:0:0:1
"30/10/23, 13:41:46","admin lms",-,시스템,시스템,"My courses viewed","The user with id '2' has viewed their my courses page",web,0:0:0:0:0:0:0:1
"30/10/23, 13:41:34","admin lms",-,"범주: 전공필수",시스템,"Category viewed","The user with id '2' viewed the course category with id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:41:11","admin lms",-,"범주: 4차산업혁명특별강좌",시스템,"범주가 업데이트되었습니다.","The user with id '2' updated the course category with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:39:38","admin lms",-,"범주: 전공필수",시스템,"범주 생성됨","The user with id '2' created the course category with id '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:39:27","admin lms",-,"범주: 4차산업혁명특별강좌",시스템,"범주 생성됨","The user with id '2' created the course category with id '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:53","admin lms",-,"시작 페이지",시스템,"강좌 봄","The user with id '2' viewed the course with id '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:47","admin lms",-,시스템,"User tours","Tour ended","The user with id '2' has ended the tour with id '3' at step index '0' (id '5') on the page with URL 'http://localhost/my/courses.php'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:45","admin lms",-,시스템,"User tours","Tour started","The user with id '2' has started the tour with id '3' on the page with URL 'http://localhost/my/courses.php'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:45","admin lms",-,시스템,시스템,"My courses viewed","The user with id '2' has viewed their my courses page",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:33","admin lms","admin lms","사용자: admin lms","User tours","Tour ended","The user with id '2' has ended the tour with id '4' at step index '0' (id '6') on the page with URL 'http://localhost/my/'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:29","admin lms","admin lms","사용자: admin lms","User tours","Tour started","The user with id '2' has started the tour with id '4' on the page with URL 'http://localhost/my/'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:29","admin lms","admin lms","사용자: admin lms",시스템,"강의 현황","The user with id '2' has viewed their dashboard",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:28","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'noreplyaddress' for component 'core' from 'Not set' to 'xodrnfl98@naver.com'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:37:07","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'supportemail' for component 'core' from 'Not set' to 'xodrnfl98@naver.com'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:36:46","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'registerauth' for component 'core' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:36:46","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'timezone' for component 'core' from 'Not set' to 'Asia/Seoul'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:56","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'defaultmoodlenet' for component 'tool_moodlenet' from 'Not set' to 'https://moodle.net'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:56","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'defaultmoodlenetname' for component 'tool_moodlenet' from 'Not set' to 'MoodleNet Central'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:56","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'enablemobilewebservice' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'customlangstrings' for component 'tool_mobile' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'filetypeexclusionlist' for component 'tool_mobile' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'custommenuitems' for component 'tool_mobile' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'disabledfeatures' for component 'tool_mobile' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'forcelogout' for component 'tool_mobile' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'setuplink' for component 'tool_mobile' from 'Not set' to 'https://download.moodle.org/mobile'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'androidappid' for component 'tool_mobile' from 'Not set' to 'com.moodle.moodlemobile'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'iosappid' for component 'tool_mobile' from 'Not set' to '633359593'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'enablesmartappbanners' for component 'tool_mobile' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'mobilecssurl' for component 'core' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'autologinmintimebetweenreq' for component 'tool_mobile' from 'Not set' to '360'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'minimumversion' for component 'tool_mobile' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'forcedurlscheme' for component 'tool_mobile' from 'Not set' to 'moodlemobile'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'qrsameipcheck' for component 'tool_mobile' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'qrkeyttl' for component 'tool_mobile' from 'Not set' to '600'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'qrcodetype' for component 'tool_mobile' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'typeoflogin' for component 'tool_mobile' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'apppolicy' for component 'tool_mobile' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'messageinbound_hostpass' for component 'core' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'messageinbound_hostuser' for component 'core' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'messageinbound_hostssl' for component 'core' from 'Not set' to 'ssl'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'messageinbound_host' for component 'core' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'messageinbound_domain' for component 'core' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'messageinbound_mailbox' for component 'core' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'messageinbound_enabled' for component 'core' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'defaultfrontpageroleid' for component 'core' from 'Not set' to '8'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'commentsperpage' for component 'core' from 'Not set' to '15'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'frontpagecourselimit' for component 'core' from 'Not set' to '200'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'maxcategorydepth' for component 'core' from 'Not set' to '2'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'frontpageloggedin' for component 'core' from 'Not set' to '6'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'frontpage' for component 'core' from 'Not set' to '6'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'coursecontact' for component 'core' from 'Not set' to '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'profileroles' for component 'core' from 'Not set' to '5,4,3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'surcharge' for component 'paygw_paypal' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'limitsize' for component 'media_videojs' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'audiocssclass' for component 'media_videojs' from 'Not set' to 'video-js'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'videocssclass' for component 'media_videojs' from 'Not set' to 'video-js'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'youtube' for component 'media_videojs' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'audioextensions' for component 'media_videojs' from 'Not set' to 'html_audio'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'videoextensions' for component 'media_videojs' from 'Not set' to 'html_video,media_source,.f4v,.flv'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'password' for component 'mlbackend_python' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'username' for component 'mlbackend_python' from 'Not set' to 'default'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'secure' for component 'mlbackend_python' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'port' for component 'mlbackend_python' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'host' for component 'mlbackend_python' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'useserver' for component 'mlbackend_python' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'pathtounoconv' for component 'core' from 'Not set' to '/usr/bin/unoconv'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'issuerid' for component 'fileconverter_googledrive' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'tries' for component 'antivirus_clamav' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'clamfailureonupload' for component 'antivirus_clamav' from 'Not set' to 'tryagain'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'tcpsocketport' for component 'antivirus_clamav' from 'Not set' to '3310'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'tcpsockethost' for component 'antivirus_clamav' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'pathtounixsocket' for component 'antivirus_clamav' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'pathtoclam' for component 'antivirus_clamav' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'runningmethod' for component 'antivirus_clamav' from 'Not set' to 'commandline'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'popupheight' for component 'url' from 'Not set' to '450'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'popupwidth' for component 'url' from 'Not set' to '620'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'display' for component 'url' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:55","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'printintro' for component 'url' from 'Not set' to '1'.",web,0:0:0:0:0:0:0:1
